"/Banking/51e638824b29cc446f849aeba795e8cd0b169658f45b4274107d9ad2c6d881eb",0,0,0,0,0,0,1,2.0,2,5.0,5,15.0,15,2,0,1,0,1
"/Banking/4d515d5e06d18edf123a09883351d748c30f7d2fef1d01d401c9c9dbc7b3a5a2",0,0,0,0,0,0,22,2.1,5,9.7,214,12.9,284,37,3,1,0,1
"/Banking/215c3c61172dd44f917c288155561af2f0a01ba8549e112a4d35e36dae4f7793",0,0,0,0,0,0,1,1.0,1,2.0,2,3.0,3,3,2,0,0,1
"/Banking/501b762b2d5db15fab95b23547f67c528285ec58bfebbb02a7ea0aaef96d3eac",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,2,2,4,0,1
"/Banking/77e681299d5ff2fa196ea047a61cfd66305f07034519f918e186c44dd0879ff8",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,3,2,1,0,1
"/Banking/98ffa0dbf6259aa37287a6466dfa2ce5f5f97d58243a0e65b6ec492eacddbb2b",0,0,0,0,0,0,1,2.0,2,5.0,5,15.0,15,2,0,1,0,1
"/Banking/70ddbfaf983dac94f63fee06a3fba67c4d8ee6610d1ab42ca216934ca803fd18",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,2,2,4,0,1
"/Banking/19935827c036f8baf5f904b6bb88d760b0d5cfd3bebd0acc1052af62c8ae1c6d",0,0,0,0,0,0,4,1.5,2,5.2,21,7.5,30,9,3,3,0,1
"/Banking/f5a2e165148d4b0664e98c0525fa2b4a5604fbd09cb5a092b0c572bce80c7185",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,1,1,3,0,1
"/Banking/d78ca5f002c7ff23e2435527d8aa5622f463e9a7b6b1a6630acc25608344a881",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,3,2,1,0,1
"/Banking/cb3f175317ae2c64f5e61b35f8c115cd8493121291087fb7a3a315f5735157c8",0,0,0,0,0,0,10,1.6,3,15.0,150,16.0,160,22,3,1,0,1
"/Banking/254091af35706c1cf0302286ecd1cff89fb19b7d9002c043b5b5b6eb0a731e8b",0,0,0,0,0,0,1,1.0,1,2.0,2,3.0,3,3,2,0,0,1
"/Banking/585ba50cc7e10878b91c9325c8f64b2c879513433eca87e81c751cae7ae77ca1",0,0,0,0,0,0,1,1.0,1,2.0,2,3.0,3,3,2,0,0,1
"/Banking/2622198d686eb72ac75491cf54e3c5acbb839a7546e53706824ae0115b13f6a7",0,0,0,0,0,0,15,3.3,7,25.1,376,28.1,422,3,2,4,0,1
"/Banking/dfa975de5078e550b254942d51ae74ed677e2e94db56b49c630b2d30e31d4978",0,0,0,0,1,0,15,0.9,2,3.1,46,3.7,56,45,2,6,69,1
"/Banking/2cc17d01fe12baf8d902f0e1a6e67eaa5893d78fd312032cf3f1230bfc9e2d5e",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,3,1,1
"/Banking/b2b0f65bdeea211f8ff76d4033a4e2e3d90a2ebe132ea1fb2f066db0e9b9cfb0",0,0,0,0,0,0,2,1.5,3,6.0,12,11.0,22,4,2,4,0,1
"/Banking/5cccf131b20f833240b3fcd63d644a74b580b8419e470f8f32e7db0fdd73c18d",0,0,0,0,0,0,4,1.5,3,6.2,25,9.8,39,5,0,0,0,1
"/Banking/4c6b6476c812d1ba3946d610900ce47a0ac5b41dab84e38f540489b2c33f918a",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,3,1,1
"/Banking/9ec12b882b331167b8148f51352111467867fe74b84bd05f7c8e489a9b33c2f0",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,1,1,3,0,1
"/Banking/39ba20b1d1d2c93c02c33f7bce76a8bbd707966dba59105bfa037c9b9fa5444c",0,0,0,0,0,0,2,2.0,2,5.0,10,9.5,19,2,0,3,3,1
"/Banking/4bde4032e6ffdaf047f3b0e4343b8c4e56863ab4b21fdb139c3aa8c750eb7189",4,0,0,0,7,0,25,1.7,6,4.8,119,9.8,246,1340,56,2,0,1
"/Banking/aed833c5a7f012952e8768b8b121a6a806be1e384fa881a7b13dca3e231bfc4b",0,0,0,0,0,0,11,3.5,6,30.6,337,34.3,377,3,3,4,0,1
"/Banking/87bde93b3bcc17cd4771898157dd9e8873277bc8fbd624a5e7799a41f6b2ffa1",29,0,0,4,81,0,249,2.0,8,6.5,1625,12.8,3182,679,513,16,71,1
"/Banking/a40d7d8da9f76ac5d0dc2a7812d3eda4f7c4fb9d1626fe97e13342dd67b888f2",0,0,0,0,0,0,1,1.0,1,3.0,3,4.0,4,4,0,3,0,1
"/Banking/8b95c0aad1ac452773939498f8db6d9453b34260b621e621553795de29380ca6",0,0,0,0,4,0,37,2.0,4,15.0,556,17.0,630,7,4,5,0,1
"/Banking/f0da5fc0e08e9da83b7d8147c214ccd8ecb9b7ee6be1bb33fe6df8bd7ac80b7e",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,3,2,4,0,1
"/Banking/5e648ca2342d1bc36d33a139f4397f535667d14067a3a818ffbaf63e4a8939f5",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,45,298,0,40,1
"/Banking/b0939d9f06f7d739525c8ef70418cc41ed00e2a7b4133693e7d8267c8720b255",0,0,0,0,1,0,4,1.8,3,5.8,23,8.5,34,57,3,3,1,1
"/Banking/5dfceaa1f38ebbab483f070b0c62f48f16321b1e267b9cf299e6b372f252b55c",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,43,298,0,40,1
"/Banking/908cba8e0044725aaa26b1439511db3f90abf889c7301d081e9c5a0010f465d6",0,0,0,0,1,0,6,1.7,3,6.0,36,9.2,55,57,3,3,0,1
"/Banking/54257b3e6b5949ce71d4b944ec71fb4208043f5dea6ae0a174c1ee1316a3c652",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,6,2,0,0,1
"/Banking/628a6032360ab8e94acf8b6bdd9d8b24169c1cae25fe3457279a5bffab897283",0,0,0,0,0,0,14,2.9,6,19.6,274,24.2,339,36,4,4,0,1
"/Banking/59e3c677ba56be2f662346d707705a8ff3220e8f5f99d9a4b9f4fc650b41de88",0,0,0,0,0,0,5,1.8,4,4.8,24,6.6,33,16,3,4,0,1
"/Banking/eca6693ca85549101c8dbe0910235eac193459e6e1b3133d33fbe4eea8417bc5",0,0,0,0,0,0,2,1.5,2,7.0,14,7.0,14,1,2,3,0,1
"/Banking/5ffca05dee980602d88877ba22e89b00fa29daa076d3a81d8977d6abd86aa64e",13,0,0,0,3,0,58,1.8,4,4.9,286,9.1,529,64,158,7,44,1
"/Banking/353819bd79edc69bf0e1276c9078bbf0bc4151ed634c295fecb264f2fd3e7e01",0,0,0,0,0,0,8,1.0,2,2.6,21,3.8,30,6,3,1,0,1
"/Banking/4e48dbb4322890b2b4634b84caf39f55ae2a2d4b98b8f4ddf96afca0e450599b",0,0,0,0,0,0,1,1.0,1,2.0,2,3.0,3,3,2,0,0,1
"/Banking/5eb323a636e3987a8852e0e5c818399218e01247400ccd04e83f86178bca83f5",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,3,2,1,0,1
"/Banking/7d809840c187182e6af38479255a99de0a1fa65150c34ae7a79c6dbcbff91ca9",0,0,0,0,0,0,1,2.0,2,5.0,5,15.0,15,2,0,1,0,1
"/Banking/db2d709a3117293ef04e6dbe499ba778f8dbb3f447a442fce87f211bc1bc1b1c",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,3,2,3,0,1
"/Banking/16b9cab25ab6e8b65797125a86688f0dd4e36197f7d7598b78d4c9b579987d40",0,0,0,0,0,0,1,2.0,2,5.0,5,13.0,13,12,0,0,1,1
"/Banking/c845d205b6b46760345adf138a8f80cf10a188aab296c70bed1c931f47d35767",0,0,0,0,0,0,1,0.0,0,1.0,1,0.0,0,6,2,0,0,1
